customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MonthlyCharges,TotalCharges,Churn
6691,Female,0,Yes,Yes,39,Yes,69.77,2822.24,0
6692,Male,0,No,No,54,Yes,59.46,3363.14,0
6693,Female,1,Yes,Yes,27,Yes,57.25,1620.85,0
6694,Male,0,Yes,Yes,71,Yes,40.11,2858.13,0
6695,Female,1,Yes,No,30,Yes,96.54,2936.3,0
6696,Female,0,No,Yes,29,Yes,81.5,2411.02,0
6697,Female,0,No,No,31,Yes,99.21,3189.96,0
6698,Female,0,No,No,16,Yes,55.16,932.64,0
6699,Male,0,No,Yes,37,Yes,88.08,3344.18,0
6700,Male,0,No,No,48,Yes,28.8,1469.52,0
6701,Male,0,Yes,Yes,32,Yes,98.84,3315.5,0
6702,Male,1,Yes,Yes,2,Yes,116.79,260.32,1
6703,Male,1,No,Yes,45,Yes,77.18,3561.5,0
6704,Male,0,No,Yes,44,Yes,34.78,1616.63,0
6705,Male,0,No,Yes,36,Yes,64.73,2456.17,0
6706,Female,0,Yes,Yes,57,Yes,46.0,2727.01,0
6707,Male,0,Yes,Yes,38,Yes,84.49,3297.44,0
6708,Female,0,No,Yes,20,Yes,90.24,1863.64,0
6709,Female,0,Yes,No,51,Yes,21.91,1159.46,0
6710,Female,0,Yes,Yes,38,Yes,51.39,2085.17,0
6711,Male,1,Yes,No,10,Yes,93.14,1118.25,1
6712,Female,0,No,No,23,Yes,31.71,692.58,0
6713,Female,0,Yes,No,31,Yes,62.11,2014.85,0
6714,Female,0,No,No,57,Yes,66.57,3902.6,0
6715,Male,0,Yes,No,67,Yes,103.07,6995.42,0
6716,Male,0,Yes,No,46,Yes,37.67,1806.06,0
6717,Male,1,Yes,Yes,29,Yes,94.02,2765.07,0
6718,Female,0,No,Yes,5,Yes,75.33,557.89,0
6719,Male,1,Yes,Yes,31,Yes,64.31,2109.27,0
6720,Male,0,Yes,Yes,51,Yes,83.94,4310.63,0
6721,Female,0,Yes,Yes,45,Yes,40.79,1822.22,0
6722,Male,1,Yes,No,31,Yes,62.45,2005.19,0
6723,Female,0,Yes,Yes,41,Yes,68.89,2921.48,0
6724,Male,0,No,No,9,Yes,115.89,1139.44,1
6725,Female,0,No,No,3,Yes,26.86,53.88,0
6726,Female,0,No,Yes,58,Yes,77.46,4671.59,0
6727,Female,0,No,No,7,No,76.46,573.09,0
6728,Female,0,No,No,20,Yes,115.16,2456.64,0
6729,Male,0,No,No,14,Yes,95.29,1452.19,0
6730,Female,0,Yes,No,44,Yes,41.64,1869.31,0
6731,Female,1,Yes,Yes,11,Yes,81.64,985.29,1
6732,Male,0,Yes,Yes,44,No,64.77,2931.13,0
6733,Female,0,No,Yes,52,Yes,55.38,2899.33,0
6734,Male,0,Yes,No,51,Yes,84.12,4353.9,0
6735,Male,1,No,Yes,22,Yes,103.38,2400.85,0
6736,Female,0,Yes,Yes,60,Yes,97.44,5949.35,0
6737,Male,0,Yes,No,51,Yes,89.92,4666.0,0
6738,Female,0,Yes,Yes,10,Yes,110.45,1187.64,1
6739,Female,0,No,Yes,70,No,27.09,2000.08,0
6740,Female,1,No,Yes,69,Yes,97.61,6811.34,0
6741,Male,0,No,No,71,Yes,100.55,7311.08,0
6742,Female,0,Yes,No,3,No,26.42,101.47,0
6743,Female,0,Yes,Yes,49,Yes,113.71,5671.33,0
6744,Female,0,No,Yes,46,Yes,51.77,2433.0,0
6745,Male,0,Yes,Yes,24,Yes,111.58,2737.8,0
6746,Female,0,Yes,Yes,13,Yes,54.32,787.09,0
6747,Male,0,No,No,56,No,39.58,2314.01,0
6748,Female,0,Yes,No,1,Yes,45.74,162.54,0
6749,Female,0,Yes,Yes,46,No,35.07,1626.03,0
6750,Male,0,Yes,No,11,Yes,96.9,1198.21,1
6751,Male,0,Yes,Yes,34,Yes,103.64,3613.65,0
6752,Male,0,Yes,No,58,Yes,76.92,4449.59,0
6753,Female,1,No,No,16,No,84.99,1457.7,0
6754,Female,0,No,No,3,Yes,51.85,147.08,0
6755,Male,0,Yes,Yes,20,Yes,48.48,1034.09,0
6756,Male,0,No,No,49,Yes,113.71,5798.05,0
6757,Male,1,No,No,17,Yes,117.02,2075.83,0
6758,Female,1,No,Yes,52,Yes,20.03,1017.0,0
6759,Male,0,No,Yes,11,Yes,72.59,869.39,0
6760,Male,0,No,No,48,Yes,101.2,5024.19,0
6761,Male,0,No,No,70,Yes,78.33,5465.03,0
6762,Female,0,No,Yes,63,No,36.92,2343.95,0
6763,Male,1,No,No,58,Yes,69.64,4139.95,0
6764,Male,0,No,No,30,Yes,65.17,1965.42,0
6765,Female,0,Yes,Yes,69,Yes,64.43,4412.79,0
6766,Female,0,No,Yes,32,No,103.3,3405.88,0
6767,Male,0,Yes,Yes,10,Yes,23.37,270.14,0
6768,Female,1,No,No,62,Yes,100.93,6361.82,0
6769,Female,0,No,Yes,51,Yes,88.97,4653.2,0
6770,Female,1,No,No,40,Yes,21.74,898.67,0
6771,Male,0,Yes,No,57,Yes,95.99,5521.51,0
6772,Male,0,No,Yes,56,Yes,106.91,6105.68,0
6773,Male,1,Yes,No,66,Yes,92.92,6240.69,0
6774,Male,0,Yes,Yes,26,Yes,24.97,717.14,0
6775,Male,0,Yes,No,36,No,109.2,4069.86,0
6776,Male,0,Yes,No,49,Yes,109.96,5466.6,0
6777,Female,0,Yes,No,33,Yes,47.28,1584.4,0
6778,Female,1,No,No,19,Yes,59.07,1172.88,0
6779,Male,0,Yes,No,5,Yes,102.8,608.68,1
6780,Male,0,Yes,No,42,Yes,104.48,4543.37,0
6781,Female,0,No,Yes,3,Yes,54.53,247.21,0
6782,Male,0,No,Yes,41,Yes,99.35,4191.84,0
6783,Male,0,No,No,57,Yes,90.35,5290.24,0
6784,Female,0,No,No,4,No,110.77,578.03,1
6785,Female,0,No,Yes,0,Yes,55.66,1.61,0
6786,Female,0,No,No,32,Yes,87.77,2917.35,0
6787,Female,0,No,No,23,Yes,83.29,1938.8,0
6788,Male,0,No,No,67,Yes,69.27,4764.02,0
6789,Female,0,Yes,Yes,1,Yes,90.84,162.2,1
6790,Male,1,No,Yes,52,Yes,101.29,5257.95,0
6791,Female,0,Yes,Yes,28,Yes,49.4,1388.45,0
6792,Male,0,Yes,No,42,Yes,65.82,2836.12,0
6793,Male,0,Yes,Yes,60,Yes,88.58,5401.26,0
6794,Female,0,Yes,Yes,40,Yes,115.7,4668.48,0
6795,Female,0,No,Yes,65,No,26.89,1742.88,0
6796,Male,0,No,No,65,Yes,66.14,4465.11,0
6797,Male,1,No,No,42,Yes,48.05,2048.35,0
6798,Male,0,No,Yes,71,Yes,72.12,5183.45,0
6799,Male,0,No,No,11,No,113.82,1328.43,1
6800,Female,0,Yes,Yes,46,Yes,86.4,4070.95,0
6801,Female,0,Yes,Yes,23,Yes,41.1,907.62,0
6802,Male,0,Yes,No,4,No,78.93,508.09,0
6803,Male,0,Yes,Yes,9,Yes,55.4,603.22,0
6804,Male,1,No,Yes,43,Yes,95.33,4237.62,0
6805,Male,0,No,Yes,9,No,107.36,1023.52,1
6806,Female,0,Yes,Yes,9,Yes,69.19,675.29,0
6807,Female,0,No,Yes,60,Yes,48.95,2952.69,0
6808,Female,0,Yes,Yes,65,Yes,118.37,7794.46,0
6809,Male,0,Yes,No,35,Yes,51.85,1887.99,0
6810,Female,1,No,No,25,Yes,74.23,1983.6,0
6811,Male,0,Yes,Yes,69,No,88.27,6284.7,0
6812,Female,0,No,No,64,Yes,38.45,2501.71,0
6813,Female,0,Yes,No,61,Yes,72.95,4544.38,0
6814,Male,1,No,No,12,Yes,105.87,1294.74,0
6815,Female,0,Yes,Yes,32,Yes,25.07,797.0,0
6816,Male,0,Yes,No,10,Yes,60.89,685.51,0
6817,Male,1,Yes,Yes,9,Yes,91.41,986.63,1
6818,Male,0,No,Yes,37,Yes,28.75,1133.33,0
6819,Male,0,Yes,No,4,Yes,53.36,169.79,0
6820,Male,0,No,No,30,Yes,92.27,2899.59,0
6821,Male,0,No,Yes,36,Yes,36.01,1362.68,0
6822,Male,0,No,Yes,36,Yes,86.17,3342.8,0
6823,Male,0,No,Yes,59,No,44.29,2666.05,0
6824,Female,0,No,Yes,12,Yes,111.11,1387.23,0
6825,Male,0,No,No,66,Yes,118.96,7917.31,0
6826,Male,0,No,Yes,70,Yes,25.12,1869.73,0
6827,Female,0,Yes,No,41,Yes,92.75,3917.31,0
6828,Male,0,Yes,Yes,58,Yes,105.41,6183.79,0
6829,Male,1,No,No,19,Yes,75.74,1501.44,0
6830,Male,1,No,No,26,Yes,107.6,2895.26,0
6831,Female,0,Yes,No,51,Yes,102.45,5196.48,0
6832,Female,0,Yes,Yes,70,Yes,24.25,1691.87,0
6833,Male,0,No,No,65,No,100.58,6693.61,0
6834,Female,0,No,Yes,34,Yes,47.92,1685.9,0
6835,Male,0,Yes,No,20,No,53.9,1096.57,0
6836,Male,0,Yes,Yes,46,Yes,32.47,1616.15,0
6837,Male,0,No,Yes,44,Yes,20.55,910.27,0
6838,Male,1,Yes,No,12,No,81.59,1022.0,0
6839,Male,0,No,Yes,2,Yes,45.77,19.99,0
6840,Male,0,Yes,Yes,12,Yes,27.21,388.51,0
6841,Male,0,Yes,Yes,2,Yes,43.45,55.68,0
6842,Male,1,No,No,45,No,34.54,1636.77,0
6843,Female,0,Yes,No,60,No,71.6,4326.94,0
6844,Male,0,No,Yes,45,Yes,116.7,5369.54,0
6845,Male,1,No,No,7,Yes,86.82,616.99,1
6846,Female,0,Yes,Yes,41,Yes,52.46,2256.41,0
6847,Male,1,No,No,51,Yes,20.49,1070.07,0
6848,Female,0,No,No,44,No,57.42,2640.14,0
6849,Female,0,Yes,No,52,Yes,54.46,2895.2,0
6850,Male,0,No,No,42,Yes,29.37,1304.67,0
6851,Male,0,No,Yes,37,No,66.78,2502.62,0
6852,Male,0,Yes,Yes,4,Yes,87.31,439.29,1
6853,Female,1,Yes,No,54,Yes,110.05,6101.63,0
6854,Male,0,No,No,69,Yes,84.99,6022.11,0
6855,Female,0,Yes,No,7,Yes,96.2,737.73,1
6856,Male,0,No,Yes,44,Yes,35.97,1668.95,0
6857,Female,0,No,No,27,Yes,43.02,1248.14,0
6858,Female,0,No,Yes,6,Yes,26.68,153.43,0
6859,Female,0,Yes,Yes,43,Yes,106.98,4644.42,0
6860,Female,0,Yes,No,44,No,54.56,2494.66,0
6861,Female,0,Yes,Yes,15,Yes,43.85,611.75,0
6862,Male,0,Yes,Yes,12,No,54.49,711.13,0
6863,Female,0,No,Yes,8,Yes,27.55,271.4,0
6864,Male,0,No,No,1,Yes,70.36,107.24,0
6865,Female,0,No,Yes,15,Yes,45.99,724.25,0
6866,Male,0,No,Yes,45,Yes,74.92,3460.27,0
6867,Female,0,No,Yes,65,Yes,116.0,7603.8,0
6868,Female,1,No,No,15,Yes,48.06,708.59,0
6869,Female,0,No,Yes,41,Yes,46.25,1826.03,0
6870,Female,0,No,Yes,14,Yes,29.5,528.36,0
6871,Male,0,No,No,59,Yes,89.12,5333.47,0
6872,Female,0,No,Yes,0,Yes,29.84,-2.34,0
6873,Female,0,No,Yes,65,No,91.72,6147.58,0
6874,Female,0,Yes,No,50,Yes,113.92,5885.41,0
6875,Male,0,No,No,60,Yes,58.63,3577.27,0
6876,Male,0,No,No,19,Yes,42.21,809.47,0
6877,Male,0,No,Yes,0,Yes,47.26,43.53,0
6878,Female,0,No,Yes,48,Yes,42.0,2086.68,0
6879,Female,0,Yes,No,14,No,89.62,1293.84,0
6880,Male,0,Yes,Yes,69,Yes,58.42,4072.38,0
6881,Female,1,Yes,No,10,Yes,65.12,773.21,0
6882,Male,0,Yes,Yes,62,Yes,76.96,4854.56,0
6883,Male,0,Yes,Yes,20,Yes,52.25,1137.16,0
6884,Male,0,Yes,No,19,Yes,57.42,1121.25,0
6885,Female,0,Yes,No,29,Yes,75.6,2264.4,0
6886,Female,0,No,Yes,17,Yes,42.38,726.55,0
6887,Female,0,No,Yes,36,Yes,73.15,2680.37,0
6888,Female,0,Yes,No,6,Yes,117.33,823.02,1
6889,Male,0,No,Yes,1,No,25.29,60.36,0
6890,Male,1,No,Yes,60,Yes,22.09,1355.08,0
6891,Female,0,Yes,Yes,2,Yes,68.73,224.97,0
6892,Female,0,Yes,No,30,No,78.32,2451.79,0
6893,Male,0,No,No,24,Yes,89.64,2279.69,0
6894,Female,1,Yes,Yes,11,Yes,68.93,820.03,0
6895,Male,0,Yes,Yes,46,Yes,55.94,2663.04,0
6896,Male,0,No,Yes,71,Yes,85.39,6227.2,0
6897,Male,1,Yes,No,16,No,84.2,1489.35,0
6898,Female,0,Yes,No,16,Yes,64.0,1096.26,0
6899,Female,1,No,No,37,Yes,21.37,776.5,0
6900,Female,0,Yes,Yes,16,No,99.58,1670.99,0
6901,Female,0,No,Yes,3,Yes,57.97,257.57,0
6902,Female,1,No,No,26,Yes,83.37,2207.78,0
6903,Female,0,No,No,53,Yes,53.32,2760.08,0
6904,Male,0,Yes,Yes,7,No,104.08,887.86,1
6905,Female,0,Yes,Yes,3,Yes,70.89,411.62,0
6906,Female,0,No,Yes,15,Yes,45.18,697.43,0
6907,Male,0,Yes,No,67,No,65.06,4497.83,0
6908,Male,0,Yes,Yes,55,Yes,114.11,6381.19,0
6909,Female,0,Yes,Yes,40,Yes,59.32,2506.12,0
6910,Male,0,Yes,No,27,Yes,29.13,833.41,0
6911,Female,0,Yes,Yes,35,Yes,54.99,2033.25,0
6912,Female,1,Yes,Yes,66,Yes,101.67,6780.08,0
6913,Male,0,No,Yes,47,No,90.17,4239.35,0
6914,Female,0,No,No,22,Yes,35.19,833.61,0
6915,Male,0,No,Yes,45,Yes,116.14,5316.29,0
6916,Female,1,Yes,No,18,Yes,51.38,1034.6,0
6917,Male,0,Yes,Yes,16,Yes,60.67,1027.23,0
6918,Female,0,Yes,No,36,Yes,97.13,3517.3,0
6919,Male,0,Yes,No,7,Yes,60.09,445.57,0
6920,Female,1,No,No,32,Yes,66.51,2203.23,0
6921,Female,0,No,Yes,71,Yes,51.49,3724.15,0
6922,Male,0,Yes,No,18,No,78.08,1497.55,0
6923,Male,0,Yes,Yes,32,No,24.09,772.01,0
6924,Male,0,No,No,32,Yes,76.04,2440.27,0
6925,Male,1,No,No,30,No,56.13,1694.08,0
6926,Male,0,Yes,No,64,Yes,25.37,1622.87,0
6927,Male,0,Yes,No,43,Yes,40.31,1759.04,0
6928,Male,1,Yes,Yes,9,Yes,74.33,770.35,0
6929,Male,1,No,Yes,27,Yes,91.76,2553.48,0
6930,Male,0,No,Yes,40,Yes,91.01,3713.98,0
6931,Male,0,Yes,Yes,56,Yes,68.63,3868.49,0
6932,Male,0,No,Yes,29,Yes,51.32,1630.61,0
6933,Male,0,Yes,No,69,Yes,91.17,6406.37,0
6934,Male,0,No,Yes,56,Yes,93.84,5383.13,0
6935,Female,0,No,Yes,48,Yes,42.21,2088.7,0
6936,Male,0,Yes,No,4,Yes,106.63,585.19,1
6937,Female,0,No,Yes,5,Yes,46.27,256.34,0
6938,Male,0,No,No,45,Yes,28.77,1395.58,0
6939,Male,0,No,Yes,69,Yes,81.41,5766.0,0
6940,Male,0,No,Yes,12,Yes,47.52,624.13,0
6941,Female,0,No,Yes,18,Yes,31.47,542.67,0
6942,Female,0,No,Yes,23,Yes,47.61,1140.14,0
6943,Male,0,Yes,No,55,Yes,107.61,5993.94,0
6944,Male,0,No,Yes,60,Yes,96.2,5828.94,0
6945,Female,0,Yes,Yes,71,Yes,29.13,2039.49,0
6946,Female,1,Yes,No,46,Yes,24.6,1124.44,0
6947,Male,0,Yes,No,70,Yes,99.33,7021.07,0
6948,Male,1,Yes,Yes,2,No,30.78,162.59,0
6949,Male,0,No,No,70,Yes,49.42,3490.08,0
6950,Female,0,Yes,Yes,41,Yes,42.36,1785.31,0
6951,Male,0,No,Yes,17,Yes,68.46,1152.45,0
6952,Female,0,No,No,41,Yes,34.78,1461.21,0
6953,Female,0,Yes,No,3,Yes,112.01,390.22,1
6954,Male,1,No,No,37,Yes,72.4,2777.03,0
6955,Female,0,No,Yes,70,Yes,46.22,3260.86,0
6956,Male,0,No,No,66,Yes,50.35,3365.98,0
6957,Female,0,Yes,Yes,12,Yes,38.19,477.21,0
6958,Male,0,No,No,46,Yes,83.53,3934.03,0
6959,Male,0,No,No,25,Yes,106.23,2809.52,0
6960,Female,0,Yes,Yes,44,Yes,51.61,2413.39,0
6961,Female,0,No,Yes,7,No,89.71,731.74,1
6962,Male,0,Yes,Yes,38,Yes,93.9,3650.18,0
6963,Female,0,Yes,Yes,15,No,66.93,1050.98,0
6964,Male,0,No,Yes,18,No,45.43,704.68,0
6965,Female,1,No,Yes,11,No,119.0,1469.28,1
6966,Female,0,No,No,50,Yes,62.04,3102.15,0
6967,Male,0,Yes,Yes,64,Yes,111.51,7281.43,0
6968,Male,1,No,Yes,63,Yes,21.85,1420.32,0
6969,Female,0,Yes,Yes,56,Yes,82.3,4662.79,0
6970,Male,0,Yes,Yes,42,No,67.26,2846.41,0
6971,Female,0,Yes,No,17,Yes,96.0,1801.99,0
6972,Male,0,No,Yes,62,No,77.24,4813.53,0
6973,Male,1,Yes,No,17,Yes,26.32,465.35,0
6974,Female,0,Yes,No,51,Yes,51.06,2609.94,0
6975,Male,0,No,No,64,Yes,26.41,1775.98,0
6976,Male,0,No,Yes,40,Yes,42.92,1825.11,0
6977,Female,1,No,Yes,59,Yes,60.56,3607.31,0
6978,Female,0,Yes,No,40,Yes,75.56,3067.15,0
6979,Female,1,Yes,No,18,Yes,85.85,1607.7,0
6980,Female,0,Yes,No,58,Yes,37.03,2217.49,0
6981,Male,0,No,Yes,27,Yes,29.11,862.28,0
6982,Female,0,No,No,14,Yes,48.43,709.85,0
6983,Male,0,No,No,14,Yes,83.95,1261.48,0
6984,Male,0,No,No,16,No,115.18,1939.29,0
6985,Male,0,No,Yes,18,Yes,70.69,1290.07,0
6986,Male,0,Yes,No,29,Yes,95.31,2907.23,0
6987,Female,0,No,Yes,38,Yes,25.78,1039.21,0
6988,Female,1,No,Yes,61,Yes,118.68,7351.17,0
6989,Female,0,No,Yes,64,Yes,43.54,2843.97,0
6990,Male,0,Yes,No,21,Yes,116.28,2549.65,0
6991,Female,1,No,No,25,Yes,85.33,2214.3,0
6992,Female,1,No,No,71,Yes,89.76,6599.48,0
6993,Female,0,Yes,No,16,Yes,61.0,1087.46,0
6994,Male,0,Yes,No,58,Yes,90.74,5336.64,0
6995,Male,0,No,Yes,32,Yes,99.19,3219.2,0
6996,Male,1,Yes,Yes,9,No,23.79,132.79,0
6997,Female,0,No,Yes,61,Yes,58.93,3583.74,0
6998,Female,1,No,Yes,55,Yes,119.3,6627.34,0
6999,Female,0,Yes,Yes,48,Yes,84.6,4087.57,0
7000,Male,1,No,Yes,69,Yes,102.96,7255.61,0
7001,Male,0,No,No,2,Yes,92.92,307.49,1
7002,Female,0,Yes,No,56,Yes,51.31,2842.22,0
7003,Male,0,Yes,Yes,70,Yes,92.93,6716.4,0
7004,Female,0,Yes,No,27,Yes,23.68,645.36,0
7005,Male,0,No,Yes,17,No,82.62,1365.66,0
7006,Male,0,No,Yes,32,No,70.84,2390.0,0
7007,Female,0,No,No,44,Yes,87.07,3892.95,0
7008,Male,0,No,Yes,57,Yes,54.88,3159.8,0
7009,Female,0,No,No,29,Yes,98.95,3052.16,0
7010,Female,0,Yes,Yes,31,Yes,98.95,3170.6,0
7011,Male,0,Yes,Yes,39,No,92.56,3622.74,0
7012,Female,0,Yes,No,30,Yes,28.68,909.52,0
7013,Female,0,No,No,37,Yes,55.93,2106.69,0
7014,Female,0,No,No,39,Yes,26.63,976.79,0
7015,Female,0,Yes,No,65,Yes,115.6,7604.98,0
7016,Male,0,No,No,60,Yes,73.17,4448.18,0
7017,Male,0,No,Yes,2,Yes,113.41,384.53,1
7018,Female,0,Yes,Yes,31,Yes,68.04,2190.01,0
7019,Female,0,Yes,No,42,Yes,30.15,1283.51,0
7020,Male,1,No,No,33,No,43.39,1450.5,0
7021,Male,0,No,No,5,Yes,21.38,99.59,0
7022,Female,1,Yes,No,18,Yes,64.51,1236.89,0
7023,Male,0,No,Yes,46,Yes,100.31,4785.97,0
7024,Male,1,Yes,No,25,Yes,103.81,2770.62,0
7025,Male,0,Yes,No,31,Yes,30.14,946.73,0
7026,Female,0,Yes,Yes,28,Yes,111.42,3208.31,0
7027,Male,1,Yes,Yes,22,No,77.95,1771.72,0
7028,Female,0,No,Yes,63,Yes,46.51,2941.11,0
7029,Female,0,Yes,No,9,Yes,28.91,272.48,0
7030,Male,0,Yes,Yes,32,No,114.5,3817.81,0
7031,Male,0,No,No,26,Yes,110.06,2936.62,0
7032,Male,0,No,No,23,Yes,67.59,1636.05,0
7033,Female,0,Yes,No,1,Yes,98.53,257.2,1
7034,Female,0,Yes,No,67,Yes,37.01,2480.93,0
7035,Male,0,Yes,No,51,Yes,101.38,5230.6,0
7036,Female,0,No,No,36,Yes,49.95,1826.29,0
7037,Male,0,No,No,66,Yes,79.74,5379.75,0
7038,Female,0,No,Yes,47,Yes,77.62,3816.95,0
7039,Male,0,Yes,Yes,37,Yes,99.52,3849.7,0
7040,Female,0,Yes,No,0,Yes,40.61,-15.93,0
7041,Male,0,Yes,Yes,59,Yes,38.39,2221.16,0
7042,Male,0,No,Yes,43,Yes,47.0,2044.29,0
7043,Female,0,No,No,17,No,62.87,1222.42,0
7044,Male,1,Yes,No,8,Yes,43.93,445.88,0
7045,Female,0,No,Yes,61,Yes,61.98,3827.65,0
7046,Male,0,No,Yes,33,Yes,44.97,1521.73,0
7047,Male,0,No,Yes,46,Yes,101.92,4800.33,0
7048,Female,0,Yes,No,18,Yes,40.25,723.62,0
7049,Female,0,No,No,30,Yes,80.57,2491.14,0
7050,Male,0,No,Yes,50,Yes,74.35,3854.26,0
7051,Male,0,Yes,Yes,13,Yes,42.17,617.72,0
7052,Male,1,No,No,70,Yes,50.08,3488.57,0
7053,Female,0,No,Yes,27,Yes,105.01,2965.19,0
7054,Female,0,Yes,Yes,2,Yes,104.38,290.16,1
7055,Male,0,Yes,Yes,12,Yes,49.22,647.0,0
7056,Male,1,No,Yes,38,Yes,95.89,3774.63,0
7057,Male,0,No,Yes,26,Yes,107.17,2776.22,0
7058,Male,0,No,Yes,35,Yes,45.78,1589.69,0
7059,Female,1,No,Yes,42,No,112.46,4821.1,0
7060,Female,0,No,No,30,Yes,87.74,2761.26,0
7061,Male,0,Yes,Yes,61,Yes,79.78,4916.71,0
7062,Female,1,No,Yes,67,No,32.52,2194.11,0
7063,Female,1,Yes,No,61,No,91.93,5713.45,0
7064,Male,0,No,No,20,Yes,30.34,584.25,0
7065,Female,0,No,Yes,36,Yes,44.2,1555.2,0
7066,Male,0,Yes,Yes,1,Yes,93.46,222.24,1
7067,Male,1,No,Yes,9,Yes,82.79,823.65,1
7068,Female,0,Yes,Yes,54,Yes,44.19,2464.19,0
7069,Male,0,No,Yes,11,Yes,110.41,1339.81,1
7070,Female,0,No,Yes,40,Yes,22.87,978.32,0
7071,Male,0,No,No,63,Yes,56.65,3653.4,0
7072,Male,0,No,Yes,53,Yes,88.87,4777.45,0
7073,Male,0,No,No,51,Yes,119.31,6212.89,0
7074,Male,0,No,No,48,Yes,116.56,5731.75,0
7075,Female,0,No,No,20,Yes,62.65,1260.75,0
7076,Male,0,No,No,50,Yes,69.49,3577.6,0
7077,Female,1,No,No,53,Yes,39.31,2179.46,0
7078,Male,1,Yes,Yes,9,No,50.64,486.43,0
7079,Female,1,No,No,61,Yes,45.63,2891.73,0
7080,Female,0,No,Yes,42,Yes,80.44,3393.76,0
7081,Female,0,No,Yes,34,Yes,41.6,1417.47,0
7082,Female,1,No,No,10,Yes,106.97,1274.95,1
7083,Female,0,No,Yes,43,No,26.06,1166.7,0
7084,Male,0,No,No,14,Yes,76.72,1152.87,0
7085,Female,0,Yes,Yes,58,No,79.84,4836.37,0
7086,Male,0,No,Yes,25,Yes,37.99,1027.93,0
7087,Male,0,No,Yes,19,Yes,57.27,1183.79,0
7088,Female,0,No,No,37,Yes,43.74,1636.8,0
7089,Male,0,Yes,Yes,69,Yes,47.17,3411.38,0
7090,Female,0,No,Yes,60,No,112.25,6764.0,0
7091,Female,1,No,No,45,Yes,113.64,5181.71,0
7092,Female,0,No,Yes,24,Yes,32.99,871.32,0
7093,Female,0,No,Yes,33,Yes,111.76,3804.7,0
7094,Male,0,No,No,41,Yes,54.34,2261.95,0
7095,Female,0,Yes,Yes,65,No,72.65,4797.51,0
7096,Female,0,Yes,No,3,Yes,71.98,416.29,0
7097,Male,0,No,Yes,3,Yes,49.06,193.87,0
7098,Female,0,Yes,Yes,43,Yes,26.05,1175.28,0
7099,Male,0,No,Yes,69,Yes,85.46,5988.1,0
7100,Female,0,Yes,Yes,44,Yes,82.94,3762.62,0
7101,Female,0,No,Yes,22,Yes,96.76,2241.52,0
7102,Female,0,Yes,No,58,No,95.41,5627.67,0
7103,Female,1,No,Yes,17,Yes,60.8,1082.33,0
7104,Male,0,Yes,No,16,Yes,109.82,1849.83,0
7105,Male,1,No,No,63,Yes,71.33,4667.19,0
7106,Male,0,Yes,Yes,51,Yes,118.28,6170.28,0
7107,Male,0,No,Yes,23,Yes,60.67,1342.93,0
7108,Female,0,Yes,No,39,No,111.26,4393.59,0
7109,Female,0,Yes,Yes,48,Yes,87.64,4196.4,0
7110,Female,0,No,No,56,Yes,20.56,1171.55,0
7111,Female,0,No,No,63,Yes,119.27,7663.83,0
7112,Male,0,Yes,Yes,58,Yes,103.45,6180.74,0
7113,Male,0,No,No,8,Yes,76.19,752.65,0
7114,Female,0,Yes,Yes,10,Yes,54.3,594.25,0
7115,Male,0,No,No,54,Yes,85.64,4670.0,0
7116,Female,0,Yes,No,31,Yes,81.42,2569.25,0
7117,Male,0,No,No,1,Yes,78.1,81.51,0
7118,Female,0,No,Yes,4,Yes,74.1,271.56,0
7119,Female,0,No,No,66,Yes,24.43,1638.92,0
7120,Female,0,No,No,27,Yes,26.13,701.16,0
7121,Male,0,No,Yes,31,Yes,109.44,3458.17,0
7122,Female,0,No,Yes,30,No,68.66,2157.0,0
7123,Female,0,No,Yes,36,Yes,86.95,3273.46,0
7124,Male,0,Yes,No,32,Yes,40.24,1286.31,0
7125,Male,0,No,No,58,Yes,119.87,7046.74,0
7126,Male,0,No,No,17,Yes,84.7,1630.98,0
7127,Male,0,Yes,No,24,Yes,77.32,1929.87,0
7128,Male,0,No,Yes,61,Yes,119.11,7334.76,0
7129,Female,0,Yes,Yes,16,Yes,83.02,1385.08,0
7130,Male,0,Yes,Yes,5,Yes,100.02,656.99,1
7131,Male,0,No,Yes,69,Yes,78.75,5532.74,0
7132,Male,0,No,No,56,No,67.49,3924.15,0
7133,Female,1,No,Yes,61,Yes,20.23,1270.09,0
7134,Female,0,Yes,No,64,Yes,57.08,3716.22,0
7135,Female,0,Yes,No,64,Yes,116.81,7655.62,0
7136,Female,0,No,Yes,2,Yes,92.06,228.74,1
7137,Female,1,Yes,Yes,7,Yes,42.46,401.84,0
7138,Female,0,No,Yes,63,Yes,91.15,5862.65,0
7139,Female,0,No,Yes,40,No,39.43,1624.05,0
7140,Male,0,No,No,38,Yes,77.44,3110.7,0
7141,Female,0,Yes,No,14,Yes,115.98,1702.01,0
7142,Male,1,Yes,No,37,Yes,29.22,1165.35,0
7143,Male,1,Yes,Yes,25,No,43.21,1154.98,0
7144,Male,0,No,Yes,55,Yes,31.8,1738.91,0
7145,Female,1,Yes,Yes,4,Yes,83.85,465.39,1
7146,Male,1,Yes,No,40,Yes,31.21,1303.92,0
7147,Male,0,No,No,51,Yes,41.64,2191.31,0
7148,Male,0,No,Yes,13,Yes,91.82,1325.87,0
